stem,keep_frac,gtm_vs_gt_psnr_keep,unmasked_split,unmasked_psnr_full,unmasked_psnr_keep,unmasked_psnr_excl,native_prompt_split,native_prompt_psnr_full,native_prompt_psnr_keep,native_prompt_psnr_excl,masked_split,masked_psnr_full,masked_psnr_keep,masked_psnr_excl
DJI_0111,0.7494293333333333,39.21928787231445,train,31.632020950317383,32.44289016723633,29.843997955322266,train,30.364845275878906,32.115482330322266,27.37142562866211,train,8.866440773010254,30.40963363647461,2.8786168098449707
DJI_0112,0.740144,39.61573791503906,train,31.403247833251953,32.158504486083984,29.775657653808594,train,30.816226959228516,32.34272384643555,28.1583309173584,train,8.832140922546387,30.422971725463867,3.0018112659454346
DJI_0113,0.734336,39.10338592529297,train,30.957317352294922,31.59255599975586,29.570722579956055,train,30.646095275878906,31.567155838012695,28.804189682006836,train,8.807974815368652,30.216426849365234,3.0744218826293945
DJI_0114,0.7344533333333333,38.46175765991211,train,30.570262908935547,30.71649169921875,30.189727783203125,train,30.96390151977539,31.583942413330078,29.603099822998047,test,8.638254165649414,26.184070587158203,2.936155319213867
DJI_0115,0.735232,38.933799743652344,test,27.81852912902832,27.202722549438477,30.207000732421875,test,27.4697208404541,27.161907196044922,28.460359573364258,train,8.707881927490234,30.87041473388672,2.9559874534606934
DJI_0116,0.7350346666666666,39.4434814453125,train,32.62712478637695,33.61214065551758,30.687721252441406,train,31.830303192138672,33.54421615600586,29.032333374023438,train,8.620028495788574,31.7379207611084,2.8675179481506348
DJI_0117,0.7343466666666667,39.66032028198242,train,32.12494659423828,33.379638671875,29.83682632446289,train,31.597192764282227,33.56439971923828,28.571880340576172,train,8.618274688720703,31.520648956298828,2.877805709838867
DJI_0118,0.734496,39.882225036621094,train,30.733537673950195,31.88039779663086,28.579700469970703,train,30.185815811157227,32.17556381225586,27.139183044433594,train,8.549237251281738,31.749141693115234,2.8052425384521484
DJI_0119,0.7357066666666666,40.332763671875,train,30.328996658325195,32.0670166015625,27.500322341918945,train,29.65917205810547,32.26367950439453,26.126707077026367,train,8.497673034667969,31.200847625732422,2.735714912414551
DJI_0120,0.7376906666666667,40.151329040527344,train,29.474964141845703,31.314619064331055,26.527835845947266,train,28.82388687133789,31.514122009277344,25.209245681762695,train,8.506964683532715,30.972057342529297,2.7133023738861084
DJI_0121,0.7392586666666666,40.62413024902344,train,28.998504638671875,30.84577751159668,26.026832580566406,train,28.411195755004883,31.05539321899414,24.807292938232422,train,8.439436912536621,31.251731872558594,2.6183691024780273
DJI_0122,0.742192,40.46289825439453,train,28.945964813232422,31.36460304260254,25.46419906616211,train,28.384319305419922,31.677410125732422,24.352819442749023,test,8.402766227722168,29.78575897216797,2.5392346382141113
DJI_0123,0.7461013333333333,40.31800079345703,test,27.999217987060547,29.9643497467041,24.84053611755371,test,27.432344436645508,29.92475128173828,23.84689712524414,train,8.438982009887695,31.199504852294922,2.5027809143066406
DJI_0124,0.7503893333333334,40.054229736328125,train,28.670757293701172,31.478683471679688,24.81215476989746,train,28.246633529663086,31.813261032104492,23.959060668945312,train,8.412775993347168,31.576129913330078,2.4011659622192383
DJI_0125,0.7537813333333333,39.624183654785156,train,28.847959518432617,31.810741424560547,24.844520568847656,train,28.4830322265625,32.23835372924805,24.055076599121094,train,8.436453819274902,31.90331268310547,2.364423990249634
DJI_0126,0.7669333333333334,38.91891860961914,train,29.194448471069336,31.50350570678711,25.47085952758789,train,29.082294464111328,31.728992462158203,25.10006332397461,train,8.343189239501953,31.186182022094727,2.035334348678589
DJI_0127,0.781936,40.96247863769531,train,30.716073989868164,33.70457077026367,26.26956558227539,train,30.354713439941406,33.5898323059082,25.75572967529297,train,8.159318923950195,33.101112365722656,1.556056022644043
DJI_0128,0.7809653333333333,40.20366287231445,train,31.54728889465332,34.27158737182617,27.296199798583984,train,31.076601028442383,34.59808349609375,26.333412170410156,train,8.10135269165039,33.810752868652344,1.5156008005142212
DJI_0129,0.77912,39.35677719116211,train,31.790584564208984,34.549041748046875,27.54442024230957,train,31.148290634155273,34.49514389038086,26.531524658203125,train,8.013043403625488,33.02619171142578,1.4652879238128662
DJI_0130,0.7766613333333333,39.799888610839844,train,30.93248748779297,32.70411682128906,27.578144073486328,train,30.56595230102539,32.95010757446289,26.64057159423828,test,7.944719314575195,31.635684967041016,1.448800802230835
